year,successful_runs,population_mean,population_std,population_min,population_max,population_median,population_p05,population_p95,population_ci_95_lower,population_ci_95_upper,population_n,births_mean,births_std,births_min,births_max,births_median,births_p05,births_p95,births_ci_95_lower,births_ci_95_upper,births_n,deaths_mean,deaths_std,deaths_min,deaths_max,deaths_median,deaths_p05,deaths_p95,deaths_ci_95_lower,deaths_ci_95_upper,deaths_n,couples_mean,couples_std,couples_min,couples_max,couples_median,couples_p05,couples_p95,couples_ci_95_lower,couples_ci_95_upper,couples_n,men_mean,men_std,men_min,men_max,men_median,men_p05,men_p95,men_ci_95_lower,men_ci_95_upper,men_n,women_mean,women_std,women_min,women_max,women_median,women_p05,women_p95,women_ci_95_lower,women_ci_95_upper,women_n,breakups_mean,breakups_std,breakups_min,breakups_max,breakups_median,breakups_p05,breakups_p95,breakups_ci_95_lower,breakups_ci_95_upper,breakups_n,growth_rate_pct,births_per_1000,deaths_per_1000,natural_increase,sex_ratio,couple_rate_pct
54,100,846.28,68.87378003099275,718.0,1038.0,838.0,755.95,980.75,832.7807391139254,859.7792608860746,100,17.66,6.852294461998797,4.0,35.0,17.0,6.0,28.049999999999997,16.316950285448236,19.003049714551764,100,11.86,3.372557103169851,5.0,22.0,12.0,6.0,17.0,11.198978807778708,12.52102119222129,100,204.83,19.807689048814996,163.0,261.0,203.5,178.95,235.34999999999997,200.94769294643228,208.71230705356774,100,432.65,34.31122412578865,365.0,528.0,429.5,385.0,505.05,425.9250000713454,439.3749999286546,100,413.63,39.41174900452858,338.0,511.0,409.0,359.85,484.29999999999995,405.9052971951124,421.3547028048876,100,47.27,7.475015624455817,29.0,71.0,47.0,36.0,59.05,45.804896937606664,48.73510306239334,100,0.6900818579859136,20.867797891950655,14.01427423547762,5.800000000000001,104.59831250151102,24.203573285437447
55,100,852.1,70.33261524838079,724.0,1056.0,841.0,761.7,986.2499999999999,838.3148074113174,865.8851925886827,100,18.16,6.338466819047144,6.0,34.0,17.0,9.0,30.049999999999997,16.91766050346676,19.40233949653324,100,12.34,3.6047667655957207,6.0,22.0,12.0,7.0,19.0,11.633465713943238,13.046534286056762,100,206.79,20.43382766716293,159.0,251.0,207.5,173.95,240.0,202.78496977723606,210.79503022276393,100,435.46,34.99968831030045,370.0,539.0,433.0,387.8,505.34999999999997,428.6000610911811,442.31993890881887,100,416.64,40.487064900316305,339.0,517.0,413.0,359.9,493.34999999999997,408.704535279538,424.575464720462,100,47.7,7.64951969179448,32.0,76.0,47.0,37.0,62.05,46.20069414040829,49.19930585959172,100,0.6877156496667869,21.312052575988734,14.48186832531393,5.82,104.51708909370198,24.268278371083206
56,100,859.02,71.8462134272808,729.0,1061.0,849.0,763.95,992.4499999999999,844.938142168253,873.101857831747,100,18.81,6.43961069153919,5.0,40.0,18.5,9.95,29.099999999999994,17.54783630445832,20.07216369554168,100,11.89,3.460878034209927,4.0,22.0,12.0,6.95,19.0,11.211667905294854,12.568332094705147,100,208.51,21.145716188658948,165.0,259.0,208.5,178.9,244.14999999999998,204.36543962702285,212.65456037297713,100,439.05,35.476660417004226,377.0,542.0,437.0,390.85,508.4,432.0965745582672,446.0034254417328,100,419.97,41.25712794246112,339.0,526.0,414.5,361.9,499.25,411.88360292327764,428.0563970767224,100,48.52,7.715234830181677,30.0,67.0,47.5,36.0,64.0,47.00781397328439,50.032186026715614,100,0.8121112545475873,21.89704547041978,13.841354101185072,6.919999999999998,104.54318165583257,24.273008777444062
57,100,864.36,72.23761576431723,733.0,1069.0,856.5,769.45,991.3499999999999,850.2014273101938,878.5185726898062,100,17.08,5.580775081030457,8.0,35.0,16.5,9.0,28.0,15.98616808411803,18.17383191588197,100,11.74,3.6114856060668834,3.0,24.0,11.0,6.95,17.0,11.03214882121089,12.44785117878911,100,209.03,20.014366052534577,169.0,262.0,209.5,176.0,246.05,205.10718425370322,212.95281574629678,100,441.92,36.22340333948413,371.0,550.0,439.0,390.85,514.05,434.82021294546115,449.0197870545389,100,422.44,41.03664782418838,340.0,523.0,415.0,362.95,499.2,414.3968170264591,430.4831829735409,100,49.33,8.258518711798825,34.0,68.0,48.0,37.0,65.05,47.71133033248743,50.94866966751257,100,0.6216386114409556,19.760285066407516,13.582303669767226,5.339999999999998,104.61130574756179,24.183210699245684
58,100,868.38,72.88676425826849,734.0,1074.0,860.0,772.95,998.3,854.0941942053794,882.6658057946206,100,16.2,5.790971726347275,6.0,32.0,16.0,7.0,27.0,15.064969541635934,17.335030458364066,100,12.18,3.8307105652011133,5.0,25.0,12.5,6.0,18.099999999999994,11.429180729220581,12.930819270779418,100,211.25,21.493891544747633,166.0,271.0,211.5,177.95,249.25,207.03719725722945,215.46280274277055,100,443.93,36.268431051109594,370.0,552.0,443.5,392.0,517.25,436.82138751398253,451.0386124860175,100,424.45,41.50316405122176,342.0,526.0,416.0,365.75,497.05,416.31537984596054,432.58462015403944,100,48.71,7.177820777304983,30.0,66.0,48.5,37.0,59.0,47.303147127648224,50.11685287235178,100,0.4650839927807793,18.655427347474607,14.026117598286465,4.02,104.58946872423137,24.32690757502476
59,100,873.19,73.78753213782053,732.0,1089.0,861.5,775.95,1011.65,858.7276437009872,887.6523562990129,100,16.67,5.624719970582959,7.0,32.0,16.0,9.0,28.0,15.567554885765741,17.772445114234262,100,11.86,3.69553374994326,3.0,21.0,12.0,6.0,17.049999999999997,11.13567538501112,12.584324614988878,100,211.66,21.623602891752384,163.0,267.0,210.0,179.0,253.1,207.42177383321652,215.89822616678347,100,446.78,37.282860903794884,372.0,563.0,446.0,394.85,519.15,439.4725592628562,454.08744073714377,100,426.41,41.28812165622203,340.0,536.0,418.5,369.7,499.29999999999995,418.3175281553805,434.50247184461955,100,49.16,7.753422183497785,34.0,76.0,49.0,37.0,60.05,47.640329252034434,50.67967074796556,100,0.5539049724774925,19.090919502055684,13.582381841294563,4.810000000000002,104.77709246968878,24.23985615959871
60,100,877.37,74.764499624089,731.0,1094.0,869.0,781.0,1020.4499999999999,862.7161580736786,892.0238419263214,100,15.95,5.6539518672492886,6.0,29.0,16.0,8.0,26.049999999999997,14.841825434019139,17.05817456598086,100,11.77,3.372062882095777,4.0,20.0,12.0,6.0,17.0,11.109075675109228,12.430924324890771,100,212.7,21.627937413624924,159.0,276.0,210.0,183.8,250.2,208.4609242669295,216.93907573307047,100,448.83,38.02313357508409,370.0,573.0,449.0,399.7,524.2,441.3774658192835,456.2825341807165,100,428.54,41.64069978744208,337.0,538.0,420.0,371.0,503.25,420.37842284166135,436.7015771583387,100,49.69,8.856538987001798,28.0,73.0,49.0,37.0,65.0,47.954118358547646,51.42588164145235,100,0.47870452020750687,18.179331410921275,13.415092834266044,4.18,104.73468054323982,24.242907781209748
61,100,881.31,76.67835154696269,732.0,1101.0,871.0,784.95,1034.85,866.2810430967953,896.3389569032046,100,16.04,5.6549254476236746,3.0,38.0,16.0,8.0,26.0,14.931634612265759,17.148365387734238,100,12.1,3.1638743669907328,4.0,20.0,12.0,7.0,17.049999999999997,11.479880624069816,12.720119375930183,100,214.17,21.54302952725362,160.0,272.0,211.5,184.8,257.1,209.94756621265827,218.3924337873417,100,450.85,39.01809344601061,366.0,579.0,448.5,398.9,527.1,443.20245368458194,458.4975463154181,100,430.46,42.65113827273073,338.0,544.0,422.5,369.95,505.25,422.10037689854477,438.8196231014552,100,48.91,8.183618769323028,35.0,68.0,48.0,36.95,65.0,47.30601072121269,50.51398927878731,100,0.44906937779956024,18.20017927857394,13.729561675233459,3.9399999999999995,104.73679319797427,24.301324165163223
62,100,883.27,77.32299499861317,734.0,1104.0,874.5,780.95,1041.75,868.1146929802718,898.4253070197282,100,14.32,5.428841794740682,4.0,28.0,13.0,6.95,23.14999999999999,13.255947008230827,15.384052991769174,100,12.36,3.400891148810942,5.0,21.0,12.0,7.0,17.049999999999997,11.693425334833055,13.026574665166944,100,216.07,22.009297851571546,164.0,271.0,212.5,186.85,257.0,211.75617762109198,220.383822378908,100,451.9,39.647053974903216,365.0,581.0,449.0,398.8,530.15,444.12917742091895,459.670822579081,100,431.37,42.670609429570014,340.0,545.0,425.0,368.0,508.0,423.0065605518043,439.7334394481957,100,49.69,8.17695085300904,31.0,75.0,49.0,36.0,63.0,48.087317632810226,51.29268236718977,100,0.2223962056484119,16.212483159169903,13.993456134590781,1.9600000000000009,104.75925539560005,24.46250863269442
63,100,886.91,76.97462457383492,748.0,1108.0,876.0,786.75,1045.55,871.8229735835283,901.9970264164716,100,15.8,6.2732396218808155,2.0,38.0,14.0,6.95,26.0,14.57044503411136,17.02955496588864,100,12.16,3.617354354393902,6.0,23.0,12.0,7.95,18.049999999999997,11.450998546538795,12.869001453461205,100,216.48,20.651744368322632,171.0,259.0,213.5,184.95,253.05,212.43225810380875,220.52774189619123,100,453.89,39.31609663414534,377.0,583.0,450.5,400.95,534.15,446.1840450597075,461.5959549402925,100,433.02,42.59154845741112,350.0,558.0,425.5,372.0,508.1,424.6720565023474,441.36794349765256,100,50.39,8.275429129219056,26.0,74.0,50.0,38.0,64.1,48.76801589067306,52.01198410932694,100,0.41210501885040607,17.814659886572482,13.710523051944392,3.6400000000000006,104.81963881575909,24.40833906484311
64,100,890.32,78.55357561832716,744.0,1124.0,880.5,786.8,1055.1,874.9234991788079,905.7165008211922,100,15.73,5.842814805253102,4.0,40.0,15.0,8.0,26.0,14.584808298170392,16.875191701829607,100,12.32,3.5953954840696856,4.0,21.0,12.0,7.0,19.0,11.615302485122342,13.024697514877658,100,215.9,21.222010681689365,168.0,281.0,214.0,183.7,251.0,211.7404859063889,220.0595140936111,100,455.45,40.29997994836206,383.0,595.0,452.0,401.9,537.25,447.551203930121,463.348796069879,100,434.87,42.8664015732413,355.0,571.0,427.5,374.0,510.15,426.4681852916447,443.2718147083553,100,50.22,8.233437614356166,32.0,74.0,50.0,37.0,64.05,48.60624622758619,51.83375377241381,100,0.3844809507165481,17.66780483421691,13.837721268757301,3.41,104.73244877779567,24.24970797016803
65,100,893.51,79.37896510417669,741.0,1119.0,885.5,790.0,1058.0,877.9517228395814,909.0682771604186,100,15.9,6.272434482992576,2.0,28.0,15.0,7.0,27.0,14.670602841333455,17.129397158666546,100,12.71,3.8383892876091035,4.0,24.0,12.0,7.0,20.0,11.957675699628616,13.462324300371385,100,214.44,21.80043554379109,175.0,293.0,210.5,182.95,252.29999999999998,210.16711463341696,218.71288536658304,100,457.22,41.15223768723478,383.0,594.0,453.0,403.9,539.05,449.154161413302,465.28583858669805,100,436.29,43.100374977862124,355.0,568.0,427.5,374.0,512.25,427.84232650433904,444.737673495661,100,51.09,8.256121083991886,31.0,74.0,51.0,38.95,64.05,49.471800267537596,52.70819973246241,100,0.35829813999459503,17.794988304551712,14.224798827097628,3.1899999999999995,104.79726787228678,23.99973139640295
66,100,895.78,81.26531930172995,740.0,1140.0,890.0,787.95,1056.55,879.8519974168609,911.7080025831391,100,14.82,5.551194247705405,3.0,31.0,14.5,6.95,24.099999999999994,13.73196592744974,15.90803407255026,100,12.55,3.2794893665097473,5.0,19.0,12.5,7.0,18.0,11.90722008416409,13.192779915835912,100,215.75,22.100036564712198,168.0,290.0,213.0,182.95,258.05,211.4183928333164,220.0816071666836,100,458.51,42.119957360861704,382.0,604.0,454.0,400.95,539.2,450.2544883572711,466.7655116427289,100,437.27,43.61050170068969,355.0,569.0,430.5,371.9,517.25,428.7223416666648,445.81765833333515,100,49.6,7.494105427708912,29.0,69.0,50.0,37.95,61.05,48.13115533616905,51.06884466383095,100,0.25405423554296647,16.544240773404187,14.010136417423922,2.2699999999999996,104.85741075308161,24.085154837125188
67,100,898.13,81.84558693668279,742.0,1151.0,890.5,789.85,1059.05,882.0882649604101,914.1717350395899,100,15.13,5.434002561499565,4.0,31.0,15.0,7.0,24.0,14.064935497946086,16.195064502053917,100,12.78,3.5293287770001838,7.0,23.0,13.0,8.0,19.0,12.088251559707963,13.471748440292036,100,215.81,22.901940723198305,164.0,295.0,214.0,181.8,257.0,211.32121961825314,220.29878038174687,100,459.77,42.70898824331568,380.0,608.0,456.0,399.0,540.05,451.3990383043101,468.14096169568984,100,438.36,43.59443945637048,355.0,569.0,433.0,373.8,515.25,429.8154898665514,446.90451013344864,100,51.21,7.93953793531227,31.0,66.0,50.0,38.0,63.05,49.6538505646788,52.7661494353212,100,0.2623411998481817,16.846113591573605,14.229565875764088,2.3500000000000014,104.88411351400674,24.028815427610702
68,100,903.27,82.6283947330554,755.0,1160.0,893.5,790.95,1067.3,887.0748346323211,919.4651653676789,100,17.15,6.246413112152987,2.0,42.0,17.0,8.95,27.0,15.925703030018013,18.374296969981984,100,12.01,3.3769719267324976,5.0,20.0,12.0,7.0,18.049999999999997,11.34811350236043,12.67188649763957,100,217.42,24.095424772132468,165.0,285.0,215.0,181.0,253.14999999999998,212.69729674466203,222.14270325533795,100,462.67,42.67165098727489,379.0,612.0,459.5,402.85,536.15,454.30635640649416,471.0336435935059,100,440.6,44.65965571390859,361.0,576.0,434.0,381.3,517.35,431.8467074800739,449.35329251992613,100,50.88,8.42708476139629,32.0,79.0,50.0,37.95,67.0,49.22829138676633,52.531708613233675,100,0.5723002237983277,18.986571014203946,13.296135153387139,5.139999999999999,105.00907852927826,24.07032227351733
69,100,907.36,82.90246429303889,747.0,1170.0,899.5,798.7,1073.4,891.1111169985644,923.6088830014356,100,16.54,5.405608759483622,4.0,31.0,16.0,8.9,26.0,15.480500683141209,17.59949931685879,100,12.45,3.4999999999999996,5.0,26.0,12.0,7.0,19.0,11.764,13.136,100,220.01,23.635059987359043,169.0,286.0,218.5,183.95,257.59999999999997,215.3775282424776,224.64247175752237,100,465.14,42.64583298174712,381.0,616.0,461.0,405.85,541.0,456.7814167355775,473.49858326442245,100,442.22,44.76641508086077,355.0,576.0,434.0,387.35,518.4,433.44578264415134,450.9942173558487,100,50.07,8.580286308236639,33.0,68.0,48.5,35.95,64.05,48.38826388358562,51.75173611641438,100,0.45279927374981543,18.22870745900194,13.721125022041965,4.09,105.18294061779203,24.247266795979545
70,100,910.65,83.94447118437428,745.0,1169.0,902.5,805.35,1089.2,894.1968836478626,927.1031163521374,100,16.1,5.831817984994132,5.0,30.0,16.0,7.0,26.0,14.956963674941152,17.243036325058853,100,12.81,3.603295349223731,6.0,25.0,12.0,8.0,18.0,12.10375411155215,13.516245888447852,100,221.55,24.72449200793628,172.0,293.0,222.0,187.75,261.15,216.7039995664445,226.3960004335555,100,466.95,43.168772617401686,382.0,615.0,460.5,406.95,546.1,458.48892056698924,475.41107943301074,100,443.7,45.45893918158619,356.0,580.0,434.0,386.45,522.5,434.7900479204091,452.60995207959087,100,50.05,7.4676068131062925,31.0,67.0,50.0,37.8,62.0,48.586349064631165,51.51365093536883,100,0.3625903720684054,17.6796793499149,14.066875308845331,3.290000000000001,105.24002704530089,24.32877614890463
71,100,915.22,85.12801767890166,735.0,1189.0,907.0,805.65,1096.05,898.5349085349353,931.9050914650647,100,17.11,6.9962399713970465,5.0,40.0,15.0,8.0,30.049999999999997,15.738736965606178,18.48126303439382,100,12.54,3.5231413898004798,5.0,22.0,12.0,7.0,18.0,11.849464287599105,13.230535712400894,100,222.82,25.18833303758153,172.0,307.0,223.0,186.9,262.0,217.883086724634,227.75691327536597,100,469.13,43.583347528823225,380.0,626.0,465.0,410.9,549.15,460.58766388435066,477.67233611564933,100,446.09,46.291150407616854,355.0,580.0,436.0,385.75,531.25,437.0169345201071,455.16306547989285,100,52.09,8.392029648193674,36.0,71.0,52.0,39.0,67.0,50.44516218895404,53.73483781104596,100,0.5018393455224368,18.694958589191668,13.701623653329253,4.57,105.16487704274921,24.346058871091103
72,100,919.78,87.29441418255092,734.0,1195.0,911.0,805.95,1104.05,902.67029482022,936.88970517978,100,17.79,6.632175930700087,4.0,40.0,17.0,9.0,29.0,16.490093517582782,19.089906482417216,100,13.23,3.6427733912224047,5.0,24.0,13.0,7.0,19.0,12.51601641532041,13.943983584679591,100,222.95,24.4455176532086,174.0,300.0,221.0,187.95,264.0,218.1586785399711,227.74132146002887,100,471.25,44.22860151439554,384.0,631.0,467.5,410.9,552.05,462.58119410317846,479.91880589682154,100,448.53,47.61916577907418,350.0,592.0,440.0,386.8,529.4,439.1966435073014,457.86335649269853,100,52.04,7.969537963617173,36.0,81.0,53.0,40.0,64.05,50.47797055913103,53.60202944086897,100,0.4982408601210686,19.341581682576265,14.383874404748964,4.559999999999999,105.0654359797561,24.23949205244732
73,100,924.32,88.2981496540173,750.0,1206.0,913.0,814.55,1098.05,907.0135626678126,941.6264373321875,100,16.44,5.774062519560901,5.0,33.0,16.0,8.0,26.049999999999997,15.308283746166065,17.571716253833937,100,11.9,3.373994425579032,4.0,23.0,11.5,7.0,17.049999999999997,11.23869709258651,12.561302907413491,100,222.03,23.072768066762738,178.0,289.0,220.5,186.0,262.34999999999997,217.5077374589145,226.5522625410855,100,473.72,44.46291838275026,384.0,638.0,472.0,410.95,554.15,465.005267996981,482.43473200301906,100,450.6,48.39045736130589,361.0,599.0,441.0,383.9,535.8499999999999,441.11547035718405,460.084529642816,100,53.19,10.116188646287332,33.0,79.0,53.5,37.95,71.05,51.20722702532768,55.17277297467231,100,0.4935962947661521,17.78604812186256,12.874329236628007,4.540000000000001,105.13093652907234,24.020901852172408
74,100,928.97,89.72826035910151,753.0,1212.0,916.5,810.9,1102.8,911.3832609696161,946.5567390303839,100,17.07,5.927601930499774,5.0,31.0,16.0,7.95,27.049999999999997,15.908190021622044,18.231809978377957,100,12.42,3.7394430525727147,3.0,28.0,12.0,6.95,18.049999999999997,11.687069161695748,13.152930838304252,100,224.27,24.034005790617478,170.0,302.0,222.5,189.0,264.05,219.55933486503898,228.98066513496104,100,476.12,45.52195163663439,386.0,646.0,473.0,410.9,553.4,467.19769747921964,485.04230252078037,100,452.85,48.87902506095116,364.0,605.0,444.0,385.85,539.4,443.2697110880536,462.43028891194643,100,51.73,7.36474676750633,38.0,72.0,51.0,40.95,65.14999999999999,50.286509633568755,53.17349036643124,100,0.5030725289942861,18.37518972625596,13.369645951968309,4.65,105.13856685436677,24.14179144644068
75,100,933.62,90.39350338683337,759.0,1221.0,923.5,811.75,1106.95,915.9028733361806,951.3371266638194,100,17.16,5.904492383179972,6.0,34.0,17.0,8.95,28.049999999999997,16.002719492896727,18.317280507103273,100,12.51,3.5089927761439332,5.0,24.0,12.0,6.95,18.099999999999994,11.822237415875788,13.197762584124211,100,226.22,25.25929371918224,185.0,308.0,221.0,192.0,274.05,221.26917843104027,231.17082156895972,100,477.85,45.606435617103095,377.0,646.0,475.0,411.9,556.2,468.9111386190478,486.78886138095226,100,455.77,49.27962986054095,365.0,610.0,446.5,387.75,544.1,446.1111925473339,465.42880745266604,100,51.94,8.317949436506742,34.0,79.0,52.0,39.95,67.0,50.309681910444674,53.57031808955532,100,0.5005543774287524,18.38006897881365,13.399455881407853,4.65,104.84454878557167,24.23041494398149
76,100,937.43,91.89863267137704,768.0,1230.0,922.5,808.0,1109.35,919.41786799641,955.4421320035899,100,15.87,5.93509507382599,3.0,29.0,15.0,7.95,26.049999999999997,14.706721365530106,17.033278634469895,100,12.06,3.5726797231266625,3.0,20.0,12.0,6.95,17.049999999999997,11.359754774267175,12.760245225732826,100,228.04,24.074346126408948,179.0,296.0,226.0,191.9,272.1,223.32142815922384,232.75857184077614,100,480.13,46.47594251140295,374.0,650.0,479.0,412.0,562.4,471.020715267765,489.239284732235,100,457.3,49.602561843257064,370.0,606.0,448.0,390.35,549.25,447.5778978787216,467.0221021212784,100,52.75,8.51662070793506,34.0,82.0,51.5,39.95,67.1,51.08074234124473,54.41925765875527,100,0.40808894411001884,16.92926405171586,12.864960583723587,3.8099999999999987,104.99234638093155,24.326083014198392
77,100,941.47,92.43850863567563,769.0,1244.0,933.5,815.6,1106.75,923.3520523074076,959.5879476925925,100,16.7,6.5958358458235224,4.0,39.0,16.0,6.95,27.049999999999997,15.40721617421859,17.99278382578141,100,12.66,4.033245678987421,5.0,25.0,12.0,7.0,19.0,11.869483846918465,13.450516153081535,100,229.87,26.966367005863983,185.0,324.0,226.0,194.95,280.29999999999995,224.58459206685066,235.15540793314935,100,482.83,46.50796716801337,383.0,655.0,483.0,415.95,568.15,473.7144384350694,491.9455615649306,100,458.64,49.92165984031502,368.0,608.0,453.0,392.2,549.15,448.85535467129824,468.42464532870173,100,51.76,8.246358241213162,34.0,76.0,52.0,40.0,66.0,50.143713784722216,53.37628621527778,100,0.4309655120915856,17.73821789329453,13.447056199347829,4.039999999999999,105.27428920286064,24.41607273731505
78,100,945.84,92.06713843602385,772.0,1245.0,938.0,826.65,1125.95,927.7948408665394,963.8851591334607,100,17.02,6.614920386306377,3.0,36.0,17.0,7.95,29.049999999999997,15.72347560428395,18.316524395716048,100,12.65,3.571421356414069,5.0,21.0,12.0,7.95,19.049999999999997,11.950001414142843,13.349998585857158,100,228.93,27.001778841514504,185.0,323.0,226.0,191.9,282.0,223.63765134706316,234.22234865293686,100,485.95,46.36708493809554,399.0,661.0,484.0,418.95,575.05,476.8620513521333,495.0379486478667,100,459.89,49.9318515376688,367.0,610.0,453.0,392.4,546.5999999999999,450.1033570986169,469.67664290138305,100,54.79,9.257587660558732,38.0,82.0,54.0,42.95,73.0,52.97551281853049,56.60448718146951,100,0.46416773768680475,17.994586822295524,13.374355070625054,4.369999999999999,105.66657244123594,24.203882263384926
79,100,949.84,93.8467179215473,773.0,1259.0,942.0,823.95,1147.2,931.4460432873767,968.2339567126234,100,16.85,7.004147400510702,3.0,37.0,15.5,7.95,29.0,15.477187109499903,18.222812890500098,100,12.85,3.921901723821383,3.0,22.0,13.0,6.0,20.0,12.08130726213101,13.61869273786899,100,230.25,26.930653557054665,177.0,314.0,230.5,190.85,271.1,224.9715919028173,235.5284080971827,100,487.76,47.145405851782556,402.0,663.0,487.5,417.95,578.05,478.5195004530506,497.00049954694936,100,462.08,50.73971607999781,367.0,604.0,454.5,392.5,547.65,452.1350156483204,472.02498435167956,100,52.99,9.0815552888614,34.0,76.0,51.5,41.0,69.05,51.21001516338317,54.769984836616835,100,0.4229045081620475,17.73982986608271,13.528594289564557,4.000000000000002,105.55747922437672,24.240924787332602
80,100,951.77,95.01343392522253,777.0,1273.0,943.5,819.95,1147.35,933.1473669506564,970.3926330493435,100,15.7,5.783117190965824,5.0,29.0,15.0,7.95,26.0,14.566509030570698,16.833490969429302,100,13.77,3.9411196686251793,5.0,26.0,14.0,7.95,20.0,12.997540544949464,14.542459455050535,100,231.22,26.17407924345046,182.0,330.0,228.5,193.0,280.05,226.0898804682837,236.3501195317163,100,488.82,47.84832517677314,404.0,676.0,488.0,416.0,576.05,479.4417282653525,498.1982717346475,100,462.95,51.28852333868296,371.0,607.0,456.5,385.65,548.6999999999999,452.8974494256181,473.00255057438187,100,53.26,8.42749228790073,35.0,80.0,53.0,41.0,68.0,51.608211511571454,54.91178848842854,100,0.20319211656698588,16.495581915798983,14.467781081563823,1.9299999999999997,105.58807646614106,24.293684398541664
81,100,953.44,94.34027386396158,781.0,1277.0,947.5,823.75,1141.1,934.9493063226636,971.9306936773365,100,15.49,6.358792528793687,4.0,34.0,14.0,6.95,29.0,14.243676664356437,16.73632333564356,100,13.82,3.8069049439834,5.0,24.0,14.0,8.0,21.0,13.073846630979254,14.566153369020746,100,232.63,26.88909320399878,183.0,328.0,229.5,194.8,278.1,227.35973773201624,237.90026226798375,100,489.58,47.823366082223274,407.0,679.0,489.0,418.9,573.4,480.20662024788425,498.9533797521157,100,463.86,50.784754731428144,372.0,604.0,459.0,383.95,545.35,453.9061880726401,473.81381192735995,100,53.39,8.901134872599226,35.0,77.0,53.0,39.9,69.0,51.64537756497055,55.13462243502945,100,0.1754625592317538,16.24643396543044,14.494881691558987,1.67,105.5447764411676,24.399018291659672
82,100,955.93,95.41533398566479,784.0,1278.0,945.0,831.45,1150.0,937.2285945388096,974.6314054611903,100,15.47,5.946656814776456,3.0,32.0,15.0,7.95,27.0,14.304455264303815,16.635544735696186,100,12.98,4.002473982401132,4.0,24.0,13.0,7.0,20.0,12.195515099449379,13.764484900550622,100,232.39,25.862845312856965,179.0,316.0,231.5,193.9,275.2,227.32088231868002,237.45911768131995,100,490.95,48.32933630285799,407.0,678.0,488.0,421.75,578.35,481.4774500846398,500.42254991536015,100,464.98,51.35496985972174,372.0,602.0,459.5,380.0,556.5,454.91442590749455,475.0455740925055,100,53.82,8.73675621102644,30.0,78.0,54.0,41.85,68.0,52.10759578263882,55.53240421736118,100,0.26115959053532034,16.183193330055552,13.57840009205695,2.49,105.58518645963267,24.310357452951575
83,100,959.16,96.14569331714418,781.0,1279.0,950.5,832.35,1146.5,940.3154441098397,978.0045558901602,100,16.19,6.55003277037064,2.0,36.0,16.0,7.0,27.049999999999997,14.906193577007356,17.473806422992645,100,12.96,3.4871191548325386,6.0,25.0,12.5,7.95,19.049999999999997,12.276524645652824,13.643475354347178,100,231.53,26.101764714519234,183.0,311.0,230.0,194.85,276.25,226.41405411595423,236.64594588404577,100,492.67,48.39798288642562,405.0,674.0,490.0,418.85,582.05,483.1839953542606,502.1560046457394,100,466.49,51.95034439566577,364.0,605.0,459.0,385.0,560.5999999999999,456.3077324984495,476.6722675015505,100,55.09,8.522216954418715,35.0,79.0,54.0,42.9,71.0,53.41964547693394,56.76035452306607,100,0.3378908497484234,16.879352767004463,13.511822844989366,3.2300000000000004,105.61212459002336,24.138829809416574
84,100,960.53,96.57063725479904,784.0,1291.0,950.5,826.8,1146.45,941.6021550980594,979.4578449019406,100,15.29,6.179626022485324,5.0,36.0,14.5,7.0,27.049999999999997,14.078793299592876,16.501206700407124,100,13.92,3.868233747233009,5.0,23.0,14.0,8.0,21.0,13.16182618554233,14.67817381445767,100,231.04,27.389048906451645,177.0,312.0,229.0,188.9,284.0,225.67174641433547,236.4082535856645,100,493.43,48.79771790491101,408.0,685.0,490.5,419.0,580.2,483.86564729063747,502.99435270936254,100,467.1,51.82673152929963,365.0,606.0,456.0,387.75,559.4,456.9419606202573,477.25803937974274,100,55.43,9.114595909082235,35.0,78.0,55.0,42.0,72.05,53.643539201819884,57.216460798180115,100,0.14283331248174935,15.918295107909174,14.49199920877016,1.3699999999999992,105.63690858488546,24.05338719248748
85,100,963.06,97.84690371011526,787.0,1300.0,949.0,827.95,1142.1999999999998,943.8820068728173,982.2379931271826,100,15.98,5.967893897830086,7.0,35.0,15.0,7.0,26.049999999999997,14.810292796025303,17.149707203974696,100,13.45,4.013550281058636,4.0,23.0,13.0,7.0,21.0,12.663344144912507,14.236655855087491,100,233.12,27.362984656154183,167.0,312.0,230.5,195.9,285.05,227.7568550073938,238.4831449926062,100,494.99,49.49737162698438,409.0,690.0,489.5,420.0,583.25,485.2885151611111,504.6914848388889,100,468.07,52.343321764417404,361.0,611.0,458.0,391.9,558.6999999999999,457.81070893417416,478.3292910658258,100,53.77,9.606242709295813,36.0,85.0,53.0,40.95,68.05,51.88717642897802,55.65282357102198,100,0.2633962499869913,16.592943326480178,13.965900359271489,2.530000000000001,105.75127651846947,24.206176146865204
